filename,foldername,labels
Hindi-200.wav,Hindi,0
Kannada-145.wav,Kannada,1
Tamil-223.wav,Tamil,2
Hindi-184.wav,Hindi,0
Hindi-127.wav,Hindi,0
Tamil-178.wav,Tamil,2
Tamil-56.wav,Tamil,2
Tamil-83.wav,Tamil,2
Hindi-178.wav,Hindi,0
Tamil-219.wav,Tamil,2
Hindi-70.wav,Hindi,0
Tamil-193.wav,Tamil,2
Tamil-177.wav,Tamil,2
Telugu-189.wav,Telugu,3
Tamil-218.wav,Tamil,2
Hindi-237.wav,Hindi,0
Hindi-157.wav,Hindi,0
Hindi-227.wav,Hindi,0
Telugu-198.wav,Telugu,3
Hindi-236.wav,Hindi,0
Tamil-164.wav,Tamil,2
Tamil-183.wav,Tamil,2
Kannada-229.wav,Kannada,1
Tamil-145.wav,Tamil,2
Kannada-172.wav,Kannada,1
Hindi-221.wav,Hindi,0
Tamil-19.wav,Tamil,2
Kannada-2.wav,Kannada,1
Kannada-215.wav,Kannada,1
Telugu-155.wav,Telugu,3
Telugu-225.wav,Telugu,3
Hindi-76.wav,Hindi,0
Kannada-88.wav,Kannada,1
Telugu-186.wav,Telugu,3
Kannada-108.wav,Kannada,1
Hindi-232.wav,Hindi,0
Tamil-239.wav,Tamil,2
Kannada-246.wav,Kannada,1
Kannada-218.wav,Kannada,1
Kannada-203.wav,Kannada,1
Telugu-108.wav,Telugu,3
Tamil-80.wav,Tamil,2
Hindi-220.wav,Hindi,0
Kannada-155.wav,Kannada,1
Telugu-238.wav,Telugu,3
Telugu-171.wav,Telugu,3
Telugu-185.wav,Telugu,3
Kannada-179.wav,Kannada,1
Hindi-31.wav,Hindi,0
Tamil-230.wav,Tamil,2
Tamil-75.wav,Tamil,2
Hindi-214.wav,Hindi,0
Kannada-99.wav,Kannada,1
Kannada-193.wav,Kannada,1
Hindi-94.wav,Hindi,0
Telugu-142.wav,Telugu,3
Tamil-157.wav,Tamil,2
Kannada-228.wav,Kannada,1
Hindi-201.wav,Hindi,0
Tamil-245.wav,Tamil,2
Tamil-246.wav,Tamil,2
Telugu-135.wav,Telugu,3
Tamil-45.wav,Tamil,2
Telugu-202.wav,Telugu,3
Telugu-196.wav,Telugu,3
Tamil-188.wav,Tamil,2
Hindi-199.wav,Hindi,0
Kannada-112.wav,Kannada,1
Kannada-239.wav,Kannada,1
Tamil-117.wav,Tamil,2
Kannada-94.wav,Kannada,1
Telugu-152.wav,Telugu,3
Hindi-165.wav,Hindi,0
Telugu-64.wav,Telugu,3
Hindi-187.wav,Hindi,0
Kannada-217.wav,Kannada,1
Telugu-216.wav,Telugu,3
Hindi-173.wav,Hindi,0
Hindi-213.wav,Hindi,0
Tamil-224.wav,Tamil,2
Tamil-240.wav,Tamil,2
Hindi-108.wav,Hindi,0
Kannada-168.wav,Kannada,1
Hindi-43.wav,Hindi,0
Kannada-249.wav,Kannada,1
Hindi-225.wav,Hindi,0
Tamil-252.wav,Tamil,2
Kannada-223.wav,Kannada,1
Telugu-195.wav,Telugu,3
Kannada-165.wav,Kannada,1
Hindi-234.wav,Hindi,0
Tamil-250.wav,Tamil,2
Telugu-169.wav,Telugu,3
Kannada-137.wav,Kannada,1
Tamil-78.wav,Tamil,2
Kannada-104.wav,Kannada,1
Tamil-106.wav,Tamil,2
Telugu-228.wav,Telugu,3
Kannada-149.wav,Kannada,1
Kannada-175.wav,Kannada,1
Kannada-243.wav,Kannada,1
Kannada-221.wav,Kannada,1
Telugu-174.wav,Telugu,3
Hindi-195.wav,Hindi,0
Telugu-14.wav,Telugu,3
Tamil-191.wav,Tamil,2
Telugu-34.wav,Telugu,3
Kannada-197.wav,Kannada,1
Telugu-218.wav,Telugu,3
Kannada-245.wav,Kannada,1
Telugu-224.wav,Telugu,3
Hindi-226.wav,Hindi,0
Hindi-143.wav,Hindi,0
Tamil-213.wav,Tamil,2
Telugu-223.wav,Telugu,3
Tamil-247.wav,Tamil,2
Hindi-128.wav,Hindi,0
Hindi-99.wav,Hindi,0
Hindi-106.wav,Hindi,0
Tamil-129.wav,Tamil,2
Tamil-42.wav,Tamil,2
Telugu-188.wav,Telugu,3
Telugu-116.wav,Telugu,3
Kannada-247.wav,Kannada,1
Tamil-220.wav,Tamil,2
Kannada-127.wav,Kannada,1
Tamil-110.wav,Tamil,2
Tamil-126.wav,Tamil,2
Kannada-58.wav,Kannada,1
Hindi-210.wav,Hindi,0
Telugu-84.wav,Telugu,3
Tamil-124.wav,Tamil,2
Telugu-245.wav,Telugu,3
Kannada-107.wav,Kannada,1
Hindi-107.wav,Hindi,0
Telugu-160.wav,Telugu,3
Hindi-115.wav,Hindi,0
Hindi-86.wav,Hindi,0
Telugu-19.wav,Telugu,3
Kannada-163.wav,Kannada,1
Telugu-182.wav,Telugu,3
Hindi-204.wav,Hindi,0
Tamil-137.wav,Tamil,2
Kannada-216.wav,Kannada,1
Kannada-232.wav,Kannada,1
Telugu-107.wav,Telugu,3
Tamil-108.wav,Tamil,2
Hindi-111.wav,Hindi,0
Hindi-101.wav,Hindi,0
Hindi-51.wav,Hindi,0
Hindi-69.wav,Hindi,0
Tamil-59.wav,Tamil,2
Hindi-114.wav,Hindi,0
Telugu-184.wav,Telugu,3
Tamil-169.wav,Tamil,2
Telugu-139.wav,Telugu,3
Hindi-203.wav,Hindi,0
Telugu-122.wav,Telugu,3
Hindi-140.wav,Hindi,0
Hindi-146.wav,Hindi,0
Kannada-153.wav,Kannada,1
Hindi-84.wav,Hindi,0
Tamil-28.wav,Tamil,2
Kannada-244.wav,Kannada,1
Hindi-194.wav,Hindi,0
Kannada-220.wav,Kannada,1
Kannada-238.wav,Kannada,1
Hindi-192.wav,Hindi,0
Telugu-67.wav,Telugu,3
Hindi-190.wav,Hindi,0
Tamil-205.wav,Tamil,2
Tamil-159.wav,Tamil,2
Telugu-203.wav,Telugu,3
Kannada-140.wav,Kannada,1
Kannada-126.wav,Kannada,1
Tamil-62.wav,Tamil,2
Hindi-83.wav,Hindi,0
Telugu-24.wav,Telugu,3
Kannada-195.wav,Kannada,1
Kannada-225.wav,Kannada,1
Telugu-85.wav,Telugu,3
Kannada-60.wav,Kannada,1
Telugu-102.wav,Telugu,3
Tamil-141.wav,Tamil,2
Hindi-193.wav,Hindi,0
Telugu-219.wav,Telugu,3
Hindi-198.wav,Hindi,0
Hindi-183.wav,Hindi,0
Kannada-236.wav,Kannada,1
Kannada-44.wav,Kannada,1
Kannada-150.wav,Kannada,1
Telugu-227.wav,Telugu,3
Telugu-229.wav,Telugu,3
Tamil-251.wav,Tamil,2
Telugu-80.wav,Telugu,3
Kannada-87.wav,Kannada,1
Telugu-127.wav,Telugu,3
Tamil-184.wav,Tamil,2
Hindi-139.wav,Hindi,0
Kannada-187.wav,Kannada,1
Tamil-166.wav,Tamil,2
Telugu-237.wav,Telugu,3
Tamil-227.wav,Tamil,2
Hindi-185.wav,Hindi,0
Tamil-243.wav,Tamil,2
Telugu-175.wav,Telugu,3
Kannada-194.wav,Kannada,1
Tamil-136.wav,Tamil,2
Kannada-42.wav,Kannada,1
Kannada-212.wav,Kannada,1
Telugu-40.wav,Telugu,3
Hindi-238.wav,Hindi,0
Telugu-137.wav,Telugu,3
Kannada-161.wav,Kannada,1
Tamil-30.wav,Tamil,2
Hindi-233.wav,Hindi,0
Kannada-139.wav,Kannada,1
Hindi-180.wav,Hindi,0
Hindi-144.wav,Hindi,0
Tamil-138.wav,Tamil,2
Kannada-189.wav,Kannada,1
Telugu-148.wav,Telugu,3
Hindi-87.wav,Hindi,0
Tamil-198.wav,Tamil,2
Telugu-167.wav,Telugu,3
Kannada-202.wav,Kannada,1
Telugu-170.wav,Telugu,3
Kannada-182.wav,Kannada,1
Hindi-125.wav,Hindi,0
Tamil-95.wav,Tamil,2
Tamil-39.wav,Tamil,2
Tamil-194.wav,Tamil,2
Tamil-196.wav,Tamil,2
Hindi-89.wav,Hindi,0
Hindi-93.wav,Hindi,0
Hindi-197.wav,Hindi,0
Hindi-222.wav,Hindi,0
Kannada-160.wav,Kannada,1
Telugu-232.wav,Telugu,3
Kannada-200.wav,Kannada,1
Kannada-142.wav,Kannada,1
Telugu-149.wav,Telugu,3
Telugu-208.wav,Telugu,3
Telugu-212.wav,Telugu,3
Tamil-96.wav,Tamil,2
Hindi-75.wav,Hindi,0
Hindi-65.wav,Hindi,0
Tamil-234.wav,Tamil,2
Tamil-237.wav,Tamil,2
Hindi-136.wav,Hindi,0
Telugu-136.wav,Telugu,3
Kannada-143.wav,Kannada,1
Tamil-33.wav,Tamil,2
Telugu-217.wav,Telugu,3
Tamil-209.wav,Tamil,2
Kannada-201.wav,Kannada,1
Telugu-88.wav,Telugu,3
Hindi-62.wav,Hindi,0
Kannada-170.wav,Kannada,1
Hindi-176.wav,Hindi,0
Telugu-207.wav,Telugu,3
Tamil-153.wav,Tamil,2
Telugu-177.wav,Telugu,3
Telugu-153.wav,Telugu,3
Telugu-242.wav,Telugu,3
Hindi-179.wav,Hindi,0
Kannada-242.wav,Kannada,1
Tamil-150.wav,Tamil,2
Hindi-38.wav,Hindi,0
Tamil-180.wav,Tamil,2
Tamil-181.wav,Tamil,2
Kannada-136.wav,Kannada,1
Telugu-234.wav,Telugu,3
